event_id,name_clean,url,starts_at,start_year,start_month,start_dow,start_hour,season,is_weekend,holiday,category,city,price,is_free,ad_budget,capacity,lead_days,registrations,participants
1106638,Первоклассник в развивающем обучении,https://np-avtorskiy-klub.timepad.ru/event/1106638/,2019-11-03T14:00:00+0300,2019,11,6,11,autumn,1,0,Другие события,Другие,0,1,6110,363,10,232,178
1106660,"Онлайн курс «Таро Книга Теней», I ступень",https://drevo-mira-event.timepad.ru/event/1106660/,2019-11-01T00:00:00+0300,2019,10,3,21,autumn,0,0,Психология и самопознание,Другие,1218,0,31290,185,1,51,43
1106678,"Онлайн курс «Таро Книга Теней», III ступень",https://drevo-mira-event.timepad.ru/event/1106678/,2019-11-01T00:00:00+0300,2019,10,3,21,autumn,0,0,Психология и самопознание,Москва,0,1,9090,355,24,252,169
1106686,Фантазия-шутка «Ничего на свете лучше нету» по мотивам мультфильма «Бременские музыканты»,https://myhistoryperm--events.timepad.ru/event/1106686/,2019-11-03T20:30:00+0300,2019,11,6,17,autumn,1,0,Театры,Казань,0,1,5970,324,1,236,199
1106727,Culture Café: Ecuador,https://esn-hse-moscow.timepad.ru/event/1106727/,2019-11-06T18:30:00+0300,2019,11,2,15,autumn,0,0,Другие события,Москва,0,1,3580,776,2,495,319
1106745,"Психологическая трансформационная игра ""Женское счастье""",https://pmkmozaika.timepad.ru/event/1106745/,2019-11-05T17:00:00+0300,2019,11,1,14,autumn,0,0,Психология и самопознание,Москва,0,1,3280,155,2,95,54
1106746,Открытие магазина Меха Елизаветы,https://meha-elizavety.timepad.ru/event/1106746/,2019-11-02T14:00:00+0300,2019,11,5,11,autumn,1,0,Выставки,Другие,1591,0,161480,351,1,131,139
1106761,"Психологическая трансформационная игра для мужчин ""Перезагрузка""",https://pmkmozaika.timepad.ru/event/1106761/,2019-11-05T17:00:00+0300,2019,11,1,14,autumn,0,0,Психология и самопознание,Другие,2134,0,191200,740,29,287,187
1106774,Вкус имеет значение,https://kinoklub-valeriya-shanina.timepad.ru/event/1106774/,2019-11-07T19:00:00+0300,2019,11,3,16,autumn,0,0,Кино,Другие,3119,0,257430,501,19,184,177
1106809,"English Club: киносеансы на английском с обсуждением (Coco 6+, Jumanji 12+)",https://antikafe-zhuchki-pauchki.timepad.ru/event/1106809/,2019-11-03T00:00:00+0300,2019,11,5,21,autumn,1,0,Иностранные языки,Санкт-Петербург,0,1,4110,426,39,329,192
1106838,Концерт импровизационной музыки от Алексея Морозова и Samba Real,https://samba-real.timepad.ru/event/1106838/,2019-11-03T19:00:00+0300,2019,11,6,16,autumn,1,0,Концерты,Санкт-Петербург,0,1,2920,594,25,496,347
1106840,Экскурсия в Ячейку F и Дом Гинзбурга,https://flatunitf.timepad.ru/event/1106840/,2019-11-03T14:00:00+0300,2019,11,6,11,autumn,1,0,Экскурсии и путешествия,Казань,0,1,10060,249,39,194,149
1106843,Мастер-класс для детей «Домашнее тепло»,https://spb-energy.timepad.ru/event/1106843/,2019-11-02T12:00:00+0300,2019,11,5,9,autumn,1,0,Для детей,Москва,3090,0,71650,238,12,113,111
1106846,Лекция Дениса Серикова «Как создать популярный медиапродукт»,https://hsscm-mgu.timepad.ru/event/1106846/,2019-11-07T12:55:00+0300,2019,11,3,9,autumn,0,0,Искусство и культура,Москва,0,1,3570,207,22,146,141
1106856,Кто живет в далёких джунглях? Творческая мастерская Ани Стёпиной,https://zilcc.timepad.ru/event/1106856/,2019-11-05T17:00:00+0300,2019,11,1,14,autumn,0,0,Для детей,Казань,0,1,4510,113,5,71,70
1106865,"Кинопоказ, рассказ, обсуждение фильма ""Рок-волна""",https://posredstvennyy-kinoklub.timepad.ru/event/1106865/,2019-11-07T19:00:00+0300,2019,11,3,16,autumn,0,0,Кино,Москва,4421,0,212430,402,15,167,175
1106883,Stand-Up Открытый Микрофон в Crafter,https://comedyfree.timepad.ru/event/1106883/,2019-11-04T19:30:00+0300,2019,11,0,16,autumn,0,1,Другие развлечения,Другие,0,1,4120,121,32,83,46
1106890,Менеджмент в креативном бизнесе и рекламе,https://tele2-event.timepad.ru/event/1106890/,2019-11-05T19:00:00+0300,2019,11,1,16,autumn,0,0,Другие события,Санкт-Петербург,0,1,6420,404,18,276,213
1106922,Ночь искусств - 2019. Город вокруг нас.,https://gbuk-g-moskvy-tsbs-yu-gal.timepad.ru/event/1106922/,2019-11-03T17:00:00+0300,2019,11,6,14,autumn,1,0,Искусство и культура,Другие,0,1,7470,238,16,158,131
1106933,Завтрак для предпринимателей в IKEA. Нетворкинг.,https://verislav.timepad.ru/event/1106933/,2019-11-06T09:00:00+0300,2019,11,2,6,autumn,0,0,Бизнес,Другие,2027,0,67660,227,18,77,79
1106937,ПУТЕШЕСТВИЕ КАК СПОСОБ ТРАНСФОРМАЦИИ,https://travellibrary.timepad.ru/event/1106937/,2019-11-08T19:00:00+0300,2019,11,4,16,autumn,0,0,Экскурсии и путешествия,Санкт-Петербург,1477,0,119830,524,19,244,183
1106950,Кураторская экскурсия «Реконструкция книжного собрания князя Н. Б. Юсупова: первые итоги и полезные уроки»,https://leninka.timepad.ru/event/1106950/,2019-11-06T18:00:00+0300,2019,11,2,15,autumn,0,0,Искусство и культура,Другие,0,1,3660,127,19,78,43
1106959,Product Mindset Kyiv Meetup #3 | Генерация и проверка гипотез,https://product-mindset-kyiv.timepad.ru/event/1106959/,2019-11-05T19:30:00+0300,2019,11,1,16,autumn,0,0,ИТ и интернет,Другие,2995,0,168140,224,31,90,67
1106970,ПСИХОЛОГИЧЕСКИЙ КИНОКЛУБ С НАТАЛЬЕЙ НИСМАН,https://bukvodom-v-parke-sokolnik.timepad.ru/event/1106970/,2019-11-03T17:00:00+0300,2019,11,6,14,autumn,1,0,Кино,Санкт-Петербург,0,1,4610,206,11,143,132
1106991,Читаем для собачки Аси,https://detilibfl.timepad.ru/event/1106991/,2019-11-05T17:00:00+0300,2019,11,1,14,autumn,0,0,Для детей,Москва,0,1,4440,285,16,206,185
1107022,Спектакль-шутка «Предложение» по мотивам одноименной пьесы А. П. Чехова,https://myhistoryperm--events.timepad.ru/event/1107022/,2019-11-03T18:00:00+0300,2019,11,6,15,autumn,1,0,Театры,Другие,3384,0,112560,259,19,129,119
1107026,Кем быть или не быть? Владимир Определенов,https://artsmuseum.timepad.ru/event/1107026/,2019-11-07T18:30:00+0300,2019,11,3,15,autumn,0,0,Искусство и культура,Москва,1868,0,131820,631,9,265,204
1107046,Просмотр фильма «Призрак оперы» (2004),https://tsentr-kulturno-prosvetit.timepad.ru/event/1107046/,2019-11-03T15:00:00+0300,2019,11,6,12,autumn,1,0,Искусство и культура,Москва,3841,0,149350,133,14,60,79
1107071,Opening Party Svalka,https://svalkasamara.timepad.ru/event/1107071/,2019-11-07T19:00:00+0300,2019,11,3,16,autumn,0,0,Вечеринки,Москва,373,0,196800,2671,26,1510,1353
1107075,"Егор Апполонов, Григорий Служитель и Ольга Брейнингер в Московском Доме Книги",https://mos-dom-knigy-events.timepad.ru/event/1107075/,2019-11-02T17:00:00+0300,2019,11,5,14,autumn,1,0,Искусство и культура,Другие,0,1,4290,158,10,100,89
1107346,Саидмурод Давлатов в Московском Доме Книги,https://mos-dom-knigy-events.timepad.ru/event/1107346/,2019-11-03T11:00:00+0300,2019,11,6,8,autumn,1,0,Искусство и культура,Другие,0,1,9380,1435,46,1091,690
1107348,Турецкая операция в Сирии: война или источник мира?,https://fond-gorchakova.timepad.ru/event/1107348/,2019-11-06T18:00:00+0300,2019,11,2,15,autumn,0,0,Другие события,Другие,0,1,6720,515,34,351,283
1107521,"С 1 по 24 ноября 2019 г. Выставка ""Эрмитаж в Галерее. Занимательные истории о князе Потёмкине""",https://galeriaspb.timepad.ru/event/1107521/,2019-11-01T11:00:00+0300,2019,11,4,8,autumn,0,0,Выставки,Другие,0,1,2800,266,20,166,95
1107522,Всероссийская акция «Ночь искусств» в Московском Доме Книги,https://mos-dom-knigy-events.timepad.ru/event/1107522/,2019-11-03T18:00:00+0300,2019,11,6,15,autumn,1,0,Искусство и культура,Казань,0,1,7120,320,24,227,138
1107527,Как исцелить свой дух?,https://essaspb.timepad.ru/event/1107527/,2019-11-06T19:00:00+0300,2019,11,2,16,autumn,0,0,Психология и самопознание,Новосибирск,0,1,6240,180,26,117,80
1107561,"Раздражение. Простые и сложные чувства - Третье занятие цикла вебинаров ""Управление эмоциями""",https://zvezdnyy-port.timepad.ru/event/1107561/,2019-11-06T20:00:00+0300,2019,11,2,17,autumn,0,0,Психология и самопознание,Москва,0,1,3240,269,24,185,123
1107573,"Квест-путешествие ""Чистая Планета"" в рамках Дня экологии в Нелжа Ру",https://nelzharu.timepad.ru/event/1107573/,2019-11-02T14:30:00+0300,2019,11,5,11,autumn,1,0,Экскурсии и путешествия,Москва,1241,0,15540,161,19,79,66
1107574,"Квест-путешествие ""Чистая Планета"" в рамках Дня экологии в Нелжа Ру",https://nelzharu.timepad.ru/event/1107574/,2019-11-02T15:00:00+0300,2019,11,5,12,autumn,1,0,Экскурсии и путешествия,Другие,0,1,6730,357,46,276,247
1107575,"Квест-путешествие ""Чистая Планета"" в рамках Дня экологии в Нелжа Ру",https://nelzharu.timepad.ru/event/1107575/,2019-11-02T15:30:00+0300,2019,11,5,12,autumn,1,0,Экскурсии и путешествия,Казань,0,1,2670,268,11,179,164
1107576,"Квест-путешествие ""Чистая Планета"" в рамках Дня экологии в Нелжа Ру",https://nelzharu.timepad.ru/event/1107576/,2019-11-02T16:00:00+0300,2019,11,5,13,autumn,1,0,Экскурсии и путешествия,Новосибирск,1161,0,42760,140,14,61,49
1107577,"Квест-путешествие ""Чистая Планета"" в рамках Дня экологии в Нелжа Ру",https://nelzharu.timepad.ru/event/1107577/,2019-11-02T16:30:00+0300,2019,11,5,13,autumn,1,0,Экскурсии и путешествия,Другие,2262,0,102110,306,19,130,103
1107579,"Выступление ансамбля ""Узоры"" в Историческом парке",https://myhistoryperm--events.timepad.ru/event/1107579/,2019-11-04T14:00:00+0300,2019,11,0,11,autumn,0,1,Концерты,Омск,0,1,4770,617,24,493,390
1107619,Фестиваль интерьера и дизайна,https://expostroy-na-nakhimovskom.timepad.ru/event/1107619/,2019-10-01T10:00:00+0300,2019,10,1,7,autumn,0,0,Другие события,Екатеринбург,2970,0,130630,190,38,85,87
1107677,"Экскурсия по экологической тропе ""Марьина роща""",https://ekotsentr-dront.timepad.ru/event/1107677/,2019-11-06T11:00:00+0300,2019,11,2,8,autumn,0,0,Экскурсии и путешествия,Екатеринбург,2313,0,45480,191,18,73,58
1107681,Волшебная суббота в компании друзей,https://molodezhnyy-tsentr-sreda.timepad.ru/event/1107681/,2019-11-02T10:00:00+0300,2019,11,5,7,autumn,1,0,Для детей,Санкт-Петербург,2802,0,120730,348,24,178,152
1107686,Вечер инструментальной музыки,https://obraztsovaculturalcentre.timepad.ru/event/1107686/,2019-11-06T19:00:00+0300,2019,11,2,16,autumn,0,0,Концерты,Москва,0,1,6500,919,22,762,491
1107696,"Полезный завтрак Опоры России. Наталия Брагина, Москва. Лучший сервис для ваших клиентов",https://opora-rossii-saratov.timepad.ru/event/1107696/,2019-11-07T10:00:00+0300,2019,11,3,7,autumn,0,0,Бизнес,Санкт-Петербург,0,1,52540,354,17,253,209
1107698,"Короткий метр Алехандро. ""Секта. Холостяцкая халупа"".",https://valensio.timepad.ru/event/1107698/,2019-11-05T20:00:00+0300,2019,11,1,17,autumn,0,0,Театры,Москва,7811,0,489240,606,30,351,349
1107721,"Встреча ""Как эффективно читать книги""",https://sd-training.timepad.ru/event/1107721/,2019-11-07T19:00:00+0300,2019,11,3,16,autumn,0,0,Наука,Санкт-Петербург,0,1,3150,537,22,365,311
1107737,Расстановки практика в группе для всех интересующихся методом и специалистов любого уровня.,https://rasstanovkiblog.timepad.ru/event/1107737/,2019-11-04T12:00:00+0300,2019,11,0,9,autumn,0,1,Психология и самопознание,Другие,2171,0,127050,454,28,180,151
1107760,Инвестиции в доходную недвижимость Германии. Основы  и  секреты.,https://bundesinvestgroup.timepad.ru/event/1107760/,2019-11-06T10:00:00+0300,2019,11,2,7,autumn,0,0,Бизнес,Москва,4545,0,159360,482,15,191,160
1107766,Спектакль «Мост через холод»,https://revoltcenter.timepad.ru/event/1107766/,2019-11-04T17:00:00+0300,2019,11,0,14,autumn,0,1,Театры,Москва,5967,0,189450,221,13,117,73
1107768,"Игра ""Денежный поток"" Роберта Кийосаки с практиком бизнеса и инвестиций",https://ip-sidorin-artem-igorevic.timepad.ru/event/1107768/,2019-11-07T19:00:00+0300,2019,11,3,16,autumn,0,0,Интеллектуальные игры,Москва,1316,0,49070,461,15,200,133
1107814,Как найти свое дело по душе,https://stanislava-yakovleva.timepad.ru/event/1107814/,2019-11-04T18:30:00+0300,2019,11,0,15,autumn,0,1,Психология и самопознание,Москва,1551,0,36930,200,21,88,67
1107817,"Лекция ""Крайний Север: экология религии""",https://arhe-events.timepad.ru/event/1107817/,2019-11-04T17:00:00+0300,2019,11,0,14,autumn,0,1,Наука,Другие,882,0,71260,373,29,168,132
1107819,"Лекция ""Реализм, Концептуализм, Номинализм — суть полемики""",https://arhe-events.timepad.ru/event/1107819/,2019-11-08T19:30:00+0300,2019,11,4,16,autumn,0,0,Наука,Екатеринбург,2284,0,62980,200,39,88,70
1107820,"Практическое занятие ""Эволюция и сравнительная анатомия скелета позвоночных животных. Часть 2""",https://arhe-events.timepad.ru/event/1107820/,2019-11-06T19:30:00+0300,2019,11,2,16,autumn,0,0,Наука,Другие,0,1,4680,203,20,127,122
1107831,"Вебинар ""Как купить квартиру в Москве в рассрочку""",https://ip-sidorin-artem-igorevic.timepad.ru/event/1107831/,2019-11-05T20:00:00+0300,2019,11,1,17,autumn,0,0,Другие события,Другие,3757,0,103370,192,37,77,48
1107832,"Вебинар ""Деньги. Как сохранить и преумножить""",https://ip-sidorin-artem-igorevic.timepad.ru/event/1107832/,2019-11-04T20:00:00+0300,2019,11,0,17,autumn,0,1,Другие события,Санкт-Петербург,2350,0,20850,136,24,57,25
1107848,Технофабрика. 6 ноября,https://tekhnofabrika.timepad.ru/event/1107848/,2019-11-06T18:00:00+0300,2019,11,2,15,autumn,0,0,Другие развлечения,Другие,2465,0,40380,205,11,63,25
1107856,Технофабрика. 7 ноября,https://tekhnofabrika.timepad.ru/event/1107856/,2019-11-07T18:00:00+0300,2019,11,3,15,autumn,0,0,Другие развлечения,Москва,0,1,4950,160,19,112,78
1107860,Borodach Academy,https://borodach-academy.timepad.ru/event/1107860/,2019-11-05T00:00:00+0300,2019,11,0,21,autumn,0,1,Другие события,Москва,0,1,3730,386,26,285,248
1107866,Технофабрика. 8 ноября,https://tekhnofabrika.timepad.ru/event/1107866/,2019-11-08T18:00:00+0300,2019,11,4,15,autumn,0,0,Другие развлечения,Москва,2751,0,74070,157,26,71,83
1107870,"Лекция ""Ордовикский период""",https://arhe-events.timepad.ru/event/1107870/,2019-11-08T19:30:00+0300,2019,11,4,16,autumn,0,0,Наука,Другие,0,1,5330,195,13,118,104
1107872,Нелинейная история искусства. Пейзаж,https://hermitageyouth.timepad.ru/event/1107872/,2019-11-07T19:00:00+0300,2019,11,3,16,autumn,0,0,Искусство и культура,Казань,1279,0,41800,283,14,104,63
1107899,Теневой театр: мастерская от Лены Биншток,https://biblioteka-gaidara.timepad.ru/event/1107899/,2019-11-08T11:00:00+0300,2019,11,4,8,autumn,0,0,Хобби и творчество,Москва,0,1,7670,765,15,534,374
1107916,"Дни научного кино в НИТУ ""МИСиС""",https://k3.timepad.ru/event/1107916/,2019-11-06T19:00:00+0300,2019,11,2,16,autumn,0,0,Кино,Екатеринбург,0,1,3750,193,16,122,85
1107924,"Персональная выставка Николая Лавецкого ""NATURAE IMAGO""",https://ingallery.timepad.ru/event/1107924/,2019-11-01T19:00:00+0300,2019,11,4,16,autumn,0,0,Искусство и культура,Москва,0,1,3650,132,21,93,119
1107932,Создатель бестселлеров презентует свою книжную новинку,https://tm-communication.timepad.ru/event/1107932/,2019-11-04T12:00:00+0300,2019,11,0,9,autumn,0,1,Психология и самопознание,Другие,2618,0,45390,108,37,43,36
1107936,Техническая Вечеринка в Jazzberry,https://standupstd.timepad.ru/event/1107936/,2019-11-04T20:00:00+0300,2019,11,0,17,autumn,0,1,Вечеринки,Казань,0,1,3120,176,14,113,67
1108011,"50 деталей Москвы, которые вы раньше не замечали.",https://interesno1147-events.timepad.ru/event/1108011/,2019-11-06T19:00:00+0300,2019,11,2,16,autumn,0,0,Экскурсии и путешествия,Санкт-Петербург,1326,0,14900,169,2,61,41
1108021,– Почему все неудачи случаются только со мной? – А может это новые возможности?,https://orgnewacropol.timepad.ru/event/1108021/,2019-11-07T19:30:00+0300,2019,11,3,16,autumn,0,0,Психология и самопознание,Санкт-Петербург,4090,0,804160,788,1,279,214
1108065,Ecstatic Dance Moscow ★ Dj Alexey Kuzmin ★ 6 ноября 19:00 / Бесценные дары,https://ecstaticdancerussia.timepad.ru/event/1108065/,2019-11-06T19:00:00+0300,2019,11,2,16,autumn,0,0,Выставки,Омск,1226,0,142630,481,26,213,231
1108102,Регистрация на 8 ноября.  Выступление в самое сердце.,https://zaryadkakrd.timepad.ru/event/1108102/,2019-11-08T18:30:00+0300,2019,11,4,15,autumn,0,0,Экскурсии и путешествия,Санкт-Петербург,0,1,3690,204,13,138,113
1108112,"Бесплатный вебинар ""12 правил эффективного руководителя учебного центра""",https://trening-centr-beba.timepad.ru/event/1108112/,2019-11-05T12:00:00+0300,2019,11,1,9,autumn,0,0,Бизнес,Москва,0,1,125380,1062,21,808,688
1108119,Вернисаж выставки Николая Лавецкого,https://ingallery.timepad.ru/event/1108119/,2019-11-07T19:00:00+0300,2019,11,3,16,autumn,0,0,Искусство и культура,Москва,3268,0,107560,202,11,80,81
1108127,Конкурс «ПРО Образование 2019». Церемония награждения,https://konkurs-pro-obrazovanie.timepad.ru/event/1108127/,2019-11-08T17:30:00+0300,2019,11,4,14,autumn,0,0,Вечеринки,Другие,0,1,3510,225,17,137,128
1108173,"Новые медиа: производство, монетизация, дистрибьюция",https://cinepromo.timepad.ru/event/1108173/,2019-11-06T15:45:00+0300,2019,11,2,12,autumn,0,0,Кино,Другие,0,1,4590,218,15,133,128
1108208,"Бизнес-завтрак ""Управление. Рутина и творчество.""",https://icpcentre-org.timepad.ru/event/1108208/,2019-11-06T10:00:00+0300,2019,11,2,7,autumn,0,0,Бизнес,Другие,6226,0,791170,674,11,219,224
1108450,Декор цветочных горшочков и посадка растений,https://berry-town.timepad.ru/event/1108450/,2019-11-04T17:00:00+0300,2019,11,0,14,autumn,0,1,Для детей,Москва,0,1,7070,252,30,198,165
1108452,Молочный монстр-шейк,https://berry-town.timepad.ru/event/1108452/,2019-11-04T17:30:00+0300,2019,11,0,14,autumn,0,1,Для детей,Другие,0,1,2180,601,31,422,317
1108550,Esther Titilayo Akinlabi (University of Johannesburg).  “Additive Manufacturing Technology: Laser Material Processing and Functionally Graded Materials”,https://lab-mtp-ipmnet.timepad.ru/event/1108550/,2019-11-06T16:00:00+0300,2019,11,2,13,autumn,0,0,Наука,Другие,1907,0,125960,359,24,139,123
1108556,"Разговор про отношения или ""Как быть вместе всегда""",https://boroaleksandr.timepad.ru/event/1108556/,2019-11-07T19:30:00+0300,2019,11,3,16,autumn,0,0,Психология и самопознание,Другие,0,1,11030,366,38,250,192
1108590,Отборочный концерт Старого Нового Рока 2020,https://pclad.timepad.ru/event/1108590/,2019-11-05T19:00:00+0300,2019,11,1,16,autumn,0,0,Концерты,Казань,0,1,2290,186,5,135,127
1108631,"Бизнес завтрак, Москва-сити, 6 ноября 2019",https://xshagov.timepad.ru/event/1108631/,2019-11-06T09:00:00+0300,2019,11,2,6,autumn,0,0,Бизнес,Москва,0,1,82040,151,16,112,80
1108686,Фотовыставка «Антонио Гальвес. Мои головастые друзья» в Институте Сервантеса,https://cervantes.timepad.ru/event/1108686/,2019-11-06T19:00:00+0300,2019,11,2,16,autumn,0,0,Выставки,Москва,1501,0,26910,113,15,48,19
1108725,Профессия «Трансперсональный аналитик»,https://deir63.timepad.ru/event/1108725/,2019-11-05T19:00:00+0300,2019,11,1,16,autumn,0,0,Психология и самопознание,Другие,1604,0,48830,175,25,62,42
1108795,"Мастер-класс от театра ""Сова"" №1",https://teatr-sova.timepad.ru/event/1108795/,2019-11-06T19:00:00+0300,2019,11,2,16,autumn,0,0,Театры,Казань,3700,0,100880,156,5,65,43
1109078,"Дискотека ""СОЮЗ"". Легенды 80-90х",https://mgmoo-soyuz-molodyh-metal.timepad.ru/event/1109078/,2019-11-05T11:30:00+0300,2019,11,1,8,autumn,0,0,Концерты,Москва,7847,0,1268230,998,25,630,531
1109108,Directory Websites is One of the Best Ways to Make Money Online,https://mpsltd.timepad.ru/event/1109108/,2019-11-05T00:00:00+0300,2019,11,0,21,autumn,0,1,ИТ и интернет,Санкт-Петербург,0,1,8700,289,4,192,145
1109140,"Финал Юбилейного конкурса для молодых специалистов с инвалидностью ""Путь к карьере-2019"" в Новосибирске.",https://rooi-perspek-org.timepad.ru/event/1109140/,2019-10-21T10:00:00+0300,2019,10,0,7,autumn,0,0,Бизнес,Новосибирск,4597,0,251510,538,25,203,210
1109455,«Искусство делового подарка»,https://art4you.timepad.ru/event/1109455/,2019-11-01T12:00:00+0300,2019,11,4,9,autumn,0,0,Искусство и культура,Москва,0,1,7230,215,30,160,86
1110032,Луганск - Москва,https://lug-bilet.timepad.ru/event/1110032/,2019-11-01T10:30:00+0300,2019,11,4,7,autumn,0,0,Другие события,Другие,1050,0,34800,445,7,145,75
1110078,Бесплатная процедура: ванночка с ортопедической солью для ног в Центре Восстановления Здоровья Марии Питерской,https://besthappyfeet.timepad.ru/event/1110078/,2019-11-06T19:00:00+0300,2019,11,2,16,autumn,0,0,Красота и здоровье,Другие,1993,0,34300,96,14,31,30
1110272,СПОРТ КАК ИСТОЧНИК ЭНЕРГИИ,https://akademiya-bega-elzy-kiree.timepad.ru/event/1110272/,2019-11-24T19:30:00+0300,2019,11,6,16,autumn,1,0,Спорт,Другие,0,1,4000,432,30,330,187
1110364,Творческий конкурс «Напиши письмо Деду Морозу!»,https://francotheque-events.timepad.ru/event/1110364/,2019-11-06T00:00:00+0300,2019,11,1,21,autumn,0,0,Для детей,Санкт-Петербург,1521,0,75960,345,32,177,142
